o_team,runner,d_team,catcher,pitcher,day_of_game,stolen_bases,caught_stealing,series
ソフトバンク,牧原大,巨人,大城,高梨,2022-05-31,1,0,2022RS
ソフトバンク,牧原大,巨人,大城,今村,2022-05-31,1,0,2022RS
ロッテ,高部,巨人,小林,鍬原,2022-06-04,1,0,2022RS
西武,愛斗,巨人,小林,アンドリース,2022-06-07,1,0,2022RS
西武,若林,巨人,小林,鍬原,2022-06-07,1,0,2022RS
西武,滝澤,巨人,小林,シューメーカー,2022-06-08,1,0,2022RS
西武,オグレディ,巨人,---,シューメーカー,2022-06-08,1,0,2022RS
西武,愛斗,巨人,山瀬,赤星,2022-06-09,1,0,2022RS
西武,山野辺,巨人,小林,今村,2022-06-09,0,1,2022RS
楽天,田中和,巨人,岸田,鍬原,2022-06-11,1,0,2022RS
中日,加藤翔,巨人,大城,ビエイラ,2022-06-17,0,1,2022RS
中日,木下,巨人,大城,平内,2022-06-18,1,0,2022RS
中日,京田,巨人,大城,鍬原,2022-06-18,1,0,2022RS
ＤｅＮＡ,蝦名,巨人,大城,ビエイラ,2022-06-21,1,0,2022RS
ＤｅＮＡ,桑原,巨人,大城,鍬原,2022-06-23,1,0,2022RS
中日,高橋周,巨人,大城,赤星,2022-06-28,0,1,2022RS
中日,岡林,巨人,大城,山崎伊,2022-06-29,1,0,2022RS
広島,上本,巨人,大城,シューメーカー,2022-07-01,1,0,2022RS
広島,羽月,巨人,大城,菅野,2022-07-02,0,1,2022RS
広島,野間,巨人,大城,今村,2022-07-02,0,1,2022RS
ＤｅＮＡ,蝦名,巨人,大城,アンドリース,2022-07-09,1,0,2022RS
ＤｅＮＡ,桑原,巨人,大城,菅野,2022-07-10,1,0,2022RS
阪神,島田,巨人,大城,戸根,2022-07-13,1,0,2022RS
阪神,近本,巨人,---,戸根,2022-07-13,1,0,2022RS
阪神,山本,巨人,大城,シューメーカー,2022-07-14,0,1,2022RS
阪神,植田,巨人,岸田,菊地,2022-07-14,1,0,2022RS
広島,曽根,巨人,大城,大勢,2022-07-15,0,1,2022RS
広島,羽月,巨人,大城,大勢,2022-07-15,0,1,2022RS
広島,野間,巨人,大城,鍬原,2022-07-17,0,1,2022RS
ヤクルト,オスナ,巨人,岸田,戸郷,2022-07-19,0,1,2022RS
ヤクルト,山崎,巨人,岸田,戸郷,2022-07-19,0,1,2022RS
阪神,佐藤輝,巨人,大城,戸郷,2022-08-03,1,0,2022RS
ヤクルト,丸山和,巨人,大城,高梨,2022-08-06,0,1,2022RS
阪神,島田,巨人,喜多,堀田,2022-08-20,0,1,2022RS
阪神,植田,巨人,小林,今村,2022-08-20,0,1,2022RS
阪神,江越,巨人,大城,デラロサ,2022-08-21,1,0,2022RS
阪神,江越,巨人,喜多,高梨,2022-08-21,1,0,2022RS
阪神,中野,巨人,喜多,大勢,2022-08-21,1,0,2022RS
阪神,佐藤輝,巨人,大城,シューメーカー,2022-08-21,0,1,2022RS
阪神,植田,巨人,大城,平内,2022-08-21,0,1,2022RS
中日,溝脇,巨人,---,井上,2022-08-24,1,0,2022RS
中日,阿部,巨人,---,井上,2022-08-24,1,0,2022RS
中日,土田,巨人,大城,鍵谷,2022-08-24,0,1,2022RS
広島,曽根,巨人,大城,大勢,2022-08-26,0,1,2022RS
---,---,巨人,大城,---,2022-08-27,2,0,2022RS
広島,大盛,巨人,大城,直江,2022-08-27,0,1,2022RS
阪神,近本,巨人,大城,戸郷,2022-09-02,1,0,2022RS
阪神,糸原,巨人,大城,戸郷,2022-09-02,1,0,2022RS
阪神,島田,巨人,小林,デラロサ,2022-09-02,1,0,2022RS
