o_team,runner,d_team,catcher,pitcher,day_of_game,stolen_bases,caught_stealing,series
巨人,吉川尚,阪神,秋山,原口,2020/10/04,1,0,2020RS
巨人,岡本,阪神,藤浪,梅野,2020/10/04,1,0,2020RS
ヤクルト,村上,広島,會澤,中村祐,2020/10/04,1,0,2020RS
ヤクルト,坂口,広島,會澤,中村祐,2020/10/04,1,0,2020RS
阪神,荒木,巨人,大城,堀岡,2020/10/05,1,0,2020RS
阪神,高山,巨人,大城,堀岡,2020/10/05,1,0,2020RS
阪神,島田,巨人,小林,田中豊,2020/10/05,1,0,2020RS
巨人,吉川尚,横浜,戸柱,三上,2020/10/06,0,1,2020RS
巨人,増田大,横浜,戸柱,パットン,2020/10/06,0,1,2020RS
ヤクルト,エスコバー,中日,木下,勝野,2020/10/06,0,1,2020RS
広島,宇草,阪神,坂本,桑原,2020/10/06,1,0,2020RS
阪神,熊谷,広島,坂倉,中田,2020/10/06,1,0,2020RS
広島,宇草,阪神,梅野,岩田,2020/10/07,1,1,2020RS
広島,鈴木誠,阪神,梅野,岩田,2020/10/07,1,0,2020RS
阪神,北條,広島,會澤,遠藤,2020/10/07,1,0,2020RS
阪神,長坂,広島,會澤,塹江,2020/10/07,1,0,2020RS
巨人,増田大,横浜,戸柱,三上,2020/10/08,1,0,2020RS
巨人,松原,横浜,戸柱,三上,2020/10/08,1,0,2020RS
巨人,丸,横浜,戸柱,三上,2020/10/08,1,0,2020RS
阪神,近本,広島,會澤,野村,2020/10/08,1,0,2020RS
ヤクルト,西浦,広島,坂倉,菊池保,2020/10/09,1,0,2020RS
ヤクルト,エスコバー,広島,坂倉,ケムナ,2020/10/09,0,1,2020RS
広島,堂林,ヤクルト,西田,歳内,2020/10/09,0,1,2020RS
中日,大島,巨人,炭谷,ビエイラ,2020/10/10,1,0,2020RS
中日,阿部,巨人,大城,畠,2020/10/10,0,1,2020RS
巨人,松原,中日,木下,ロドリゲス,2020/10/10,1,0,2020RS
巨人,立岡,中日,木下,マルク,2020/10/10,1,0,2020RS
巨人,若林,中日,木下,ロドリゲス,2020/10/10,0,1,2020RS
巨人,ウィーラー,中日,木下,ロドリゲス,2020/10/10,0,1,2020RS
横浜,大和,阪神,坂本,藤浪,2020/10/10,1,0,2020RS
阪神,熊谷,横浜,戸柱,エスコバー,2020/10/10,0,1,2020RS
広島,鈴木誠,ヤクルト,西田,小川,2020/10/11,0,1,2020RS
広島,曽根,ヤクルト,西田,寺島,2020/10/11,0,1,2020RS
巨人,増田大,中日,木下,Rマルティネス,2020/10/12,1,0,2020RS
広島,田中広,巨人,大城,ビエイラ,2020/10/13,1,0,2020RS
巨人,ウィーラー,広島,會澤,中村恭,2020/10/14,1,0,2020RS
広島,宇草,巨人,小林,サンチェス,2020/10/15,1,0,2020RS
広島,曽根,巨人,大城,高梨,2020/10/15,0,1,2020RS
巨人,吉川尚,広島,會澤,高橋,2020/10/15,1,0,2020RS
巨人,松原,広島,會澤,中田,2020/10/15,1,0,2020RS
横浜,神里,ヤクルト,中村,清水,2020/10/15,1,0,2020RS
阪神,植田,ヤクルト,西田,寺島,2020/10/16,1,0,2020RS
中日,京田,広島,坂倉,菊池保,2020/10/16,1,0,2020RS
中日,大島,広島,坂倉,藤井,2020/10/16,1,0,2020RS
広島,堂林,中日,木下,谷元,2020/10/16,1,0,2020RS
横浜,乙坂,巨人,大城,ビエイラ,2020/10/16,1,0,2020RS
広島,田中広,中日,木下,柳,2020/10/17,0,1,2020RS
中日,遠藤,広島,坂倉,森下,2020/10/17,0,1,2020RS
中日,シエラ,広島,會澤,中村祐,2020/10/18,1,0,2020RS
阪神,板山,ヤクルト,西田,長谷川,2020/10/18,1,0,2020RS
阪神,植田,ヤクルト,梅野,スアレス,2020/10/19,1,0,2020RS
中日,大島,横浜,戸柱,大貫,2020/10/20,1,0,2020RS
中日,武田,横浜,戸柱,笠井,2020/10/20,1,0,2020RS
中日,阿部,横浜,戸柱,大貫,2020/10/20,0,1,2020RS
広島,鈴木誠,阪神,坂本,伊藤,2020/10/20,1,0,2020RS
ヤクルト,山崎,巨人,炭谷,戸郷,2020/10/20,1,0,2020RS
巨人,坂本,ヤクルト,嶋,高梨,2020/10/20,1,0,2020RS
巨人,ウィーラー,ヤクルト,嶋,高梨,2020/10/20,1,0,2020RS
巨人,丸,ヤクルト,中村,石川,2020/10/21,0,1,2020RS
ヤクルト,村上,巨人,大城,高橋,2020/10/21,0,1,2020RS
阪神,近本,広島,會澤,遠藤,2020/10/21,1,1,2020RS
横浜,中井,中日,木下,大野,2020/10/22,1,0,2020RS
横浜,神里,中日,木下,大野,2020/10/22,0,1,2020RS
広島,會澤,阪神,梅野,岩貞,2020/10/22,1,0,2020RS
巨人,吉川尚,ヤクルト,中村,吉田,2020/10/22,1,0,2020RS
巨人,吉川尚,阪神,梅野,西,2020/10/23,1,0,2020RS
中日,京田,ヤクルト,嶋,斉内,2020/10/23,1,0,2020RS
中日,ビシエド,ヤクルト,嶋,清水,2020/10/23,1,0,2020RS
広島,野間,横浜,坂倉,床田,2020/10/23,1,0,2020RS
広島,田中広,横浜,戸柱,井納,2020/10/24,1,0,2020RS
広島,堂林,横浜,戸柱,国吉,2020/10/24,1,0,2020RS
広島,菊池涼,横浜,戸柱,平田,2020/10/24,1,0,2020RS
ヤクルト,塩見,中日,木下,松葉,2020/10/24,1,0,2020RS
ヤクルト,廣岡,中日,木下,木下雄,2020/10/24,1,0,2020RS
巨人,丸,阪神,坂本,高橋,2020/10/24,0,1,2020RS
阪神,坂本,巨人,大城,畠,2020/10/25,1,0,2020RS
阪神,陽川,巨人,岸田,田中豊,2020/10/25,0,1,2020RS
巨人,吉川尚,横浜,戸柱,大貫,2020/10/27,0,1,2020RS
巨人,増田大,横浜,伊藤光,坂本,2020/10/28,3,0,2020RS
横浜,大和,巨人,大城,石田,2020/10/28,1,0,2020RS
横浜,梶谷,巨人,炭谷,田口,2020/10/29,1,0,2020RS
ヤクルト,廣岡,巨人,大城,今村,2020/10/30,1,0,2020RS
ヤクルト,塩見,巨人,大城,今村,2020/10/30,1,0,2020RS
ヤクルト,山崎,巨人,大城,高梨,2020/10/30,1,0,2020RS
ヤクルト,山崎,巨人,大城,ビエイラ,2020/10/30,1,0,2020RS
巨人,丸,ヤクルト,中村,斉内,2020/10/30,1,0,2020RS
巨人,松原,ヤクルト,中村,斉内,2020/10/30,1,0,2020RS
巨人,若林,ヤクルト,中村,小川,2020/10/31,1,0,2020RS
巨人,松原,ヤクルト,中村,長谷川,2020/10/31,1,0,2020RS
巨人,重信,ヤクルト,中村,長谷川,2020/10/31,1,0,2020RS
ヤクルト,塩見,巨人,大城,菅野,2020/10/31,1,1,2020RS
巨人,湯浅,ヤクルト,嶋,スアレス,2020/11/01,1,0,2020RS
巨人,増田大,ヤクルト,西田,梅野,2020/11/01,1,0,2020RS
巨人,松原,広島,會澤,遠藤,2020/11/04,0,1,2020RS
広島,ピレラ,巨人,岸田,高橋,2020/11/04,1,0,2020RS
広島,長野,巨人,岸田,高橋,2020/11/04,1,0,2020RS
巨人,増田大,広島,會澤,フランスア,2020/11/05,0,1,2020RS
巨人,増田大,ヤクルト,西田,長谷川,2020/11/07,0,1,2020RS
ヤクルト,塩見,巨人,大城,高梨,2020/11/07,0,1,2020RS
ヤクルト,上田,巨人,岸田,横川,2020/11/08,1,0,2020RS
巨人,田中俊,阪神,坂本,青柳,2020/11/10,1,0,2020RS
阪神,近本,巨人,岸田,戸郷,2020/11/10,0,1,2020RS
横浜,乙坂,巨人,炭谷,大竹,2020/11/14,1,0,2020RS
巨人,増田大,横浜,戸柱,山崎,2020/11/14,0,1,2020RS
